Data,Quantidade(mm)
12/07/50,
13/07/50,
14/07/50,
15/07/50,
16/07/50,
17/07/50,
18/07/50,
19/07/50,
20/07/50,
21/07/50,
22/07/50,
23/07/50,
24/07/50,
25/07/50,
26/07/50,
27/07/50,
28/07/50,
29/07/50,
30/07/50,
31/07/50,
01/08/50,
02/08/50,
03/08/50,
04/08/50,
05/08/50,
06/08/50,
07/08/50,
08/08/50,
09/08/50,
10/08/50,
11/08/50,
12/08/50,
13/08/50,
14/08/50,
15/08/50,
16/08/50,
17/08/50,
18/08/50,
19/08/50,
20/08/50,
21/08/50,
22/08/50,
23/08/50,
24/08/50,
25/08/50,
26/08/50,
27/08/50,
28/08/50,
29/08/50,
30/08/50,
31/08/50,
01/09/50,
02/09/50,
03/09/50,
04/09/50,
05/09/50,
06/09/50,
07/09/50,
08/09/50,
09/09/50,
10/09/50,
11/09/50,
12/09/50,
13/09/50,
14/09/50,
15/09/50,
16/09/50,
17/09/50,
18/09/50,
19/09/50,
20/09/50,
21/09/50,
22/09/50,
23/09/50,
24/09/50,
25/09/50,
26/09/50,
27/09/50,
28/09/50,
29/09/50,
30/09/50,
01/10/50,
02/10/50,
03/10/50,
04/10/50,
05/10/50,
06/10/50,
07/10/50,
08/10/50,
09/10/50,
10/10/50,
11/10/50,
12/10/50,
13/10/50,
14/10/50,
15/10/50,
16/10/50,
17/10/50,
18/10/50,
19/10/50,
20/10/50,
21/10/50,
22/10/50,
23/10/50,
24/10/50,
25/10/50,
26/10/50,
27/10/50,
28/10/50,
29/10/50,
30/10/50,
31/10/50,
01/11/50,
02/11/50,
03/11/50,
04/11/50,
05/11/50,
06/11/50,
07/11/50,
08/11/50,
09/11/50,
10/11/50,
11/11/50,
12/11/50,
13/11/50,
14/11/50,
15/11/50,
16/11/50,
17/11/50,
18/11/50,
19/11/50,
20/11/50,
21/11/50,
22/11/50,
23/11/50,
24/11/50,
25/11/50,
26/11/50,
27/11/50,
28/11/50,
29/11/50,
30/11/50,
01/12/50,
02/12/50,
03/12/50,
04/12/50,
05/12/50,
06/12/50,
07/12/50,
08/12/50,
09/12/50,
10/12/50,
11/12/50,
12/12/50,
13/12/50,
14/12/50,
15/12/50,
16/12/50,
17/12/50,
18/12/50,
19/12/50,
20/12/50,
21/12/50,
22/12/50,
23/12/50,
24/12/50,
25/12/50,
26/12/50,
27/12/50,
28/12/50,
29/12/50,
30/12/50,
31/12/50,
01/01/51,
02/01/51,
03/01/51,
04/01/51,
05/01/51,
06/01/51,
07/01/51,
08/01/51,
09/01/51,
10/01/51,
11/01/51,
12/01/51,
13/01/51,
14/01/51,
15/01/51,
16/01/51,
17/01/51,
18/01/51,
19/01/51,
20/01/51,
21/01/51,
22/01/51,
23/01/51,
24/01/51,
25/01/51,
26/01/51,
27/01/51,
28/01/51,
29/01/51,
30/01/51,
31/01/51,
01/02/51,
02/02/51,
03/02/51,
04/02/51,
05/02/51,
06/02/51,
07/02/51,
08/02/51,
09/02/51,
10/02/51,
11/02/51,
12/02/51,
13/02/51,
14/02/51,
15/02/51,
16/02/51,
17/02/51,
18/02/51,
19/02/51,
20/02/51,
21/02/51,
22/02/51,
23/02/51,
24/02/51,
25/02/51,
26/02/51,
27/02/51,
28/02/51,
01/03/51,
02/03/51,
03/03/51,
04/03/51,
05/03/51,
06/03/51,
07/03/51,
08/03/51,
09/03/51,
10/03/51,
11/03/51,
12/03/51,
13/03/51,
14/03/51,
15/03/51,
16/03/51,
17/03/51,
18/03/51,
19/03/51,
20/03/51,
21/03/51,
22/03/51,
23/03/51,
24/03/51,
25/03/51,
26/03/51,
27/03/51,
28/03/51,
29/03/51,
30/03/51,
31/03/51,
01/04/51,
02/04/51,
03/04/51,
04/04/51,
05/04/51,
06/04/51,
07/04/51,
08/04/51,
09/04/51,
10/04/51,
11/04/51,
12/04/51,
13/04/51,
14/04/51,
15/04/51,
16/04/51,
17/04/51,
18/04/51,
19/04/51,
20/04/51,
21/04/51,
22/04/51,
23/04/51,
24/04/51,
25/04/51,
26/04/51,
27/04/51,
28/04/51,
29/04/51,
30/04/51,
01/05/51,
02/05/51,
03/05/51,
04/05/51,
05/05/51,
06/05/51,
07/05/51,
08/05/51,
09/05/51,
10/05/51,
11/05/51,
12/05/51,
13/05/51,
14/05/51,
15/05/51,
16/05/51,
17/05/51,
18/05/51,
19/05/51,
20/05/51,
21/05/51,
22/05/51,
23/05/51,
24/05/51,
25/05/51,
26/05/51,
27/05/51,
28/05/51,
29/05/51,
30/05/51,
31/05/51,
01/06/51,
02/06/51,
03/06/51,
04/06/51,
05/06/51,
06/06/51,
07/06/51,
08/06/51,
09/06/51,
10/06/51,
11/06/51,
12/06/51,
13/06/51,
14/06/51,
15/06/51,
16/06/51,
17/06/51,
18/06/51,
19/06/51,
20/06/51,
21/06/51,
22/06/51,
23/06/51,
24/06/51,
25/06/51,
26/06/51,
27/06/51,
28/06/51,
29/06/51,
30/06/51,
01/07/51,
02/07/51,
03/07/51,
04/07/51,
05/07/51,
06/07/51,
07/07/51,
08/07/51,
09/07/51,
10/07/51,
11/07/51,
12/07/51,
13/07/51,
14/07/51,
15/07/51,
16/07/51,
17/07/51,
18/07/51,
19/07/51,
20/07/51,
21/07/51,
22/07/51,
23/07/51,
24/07/51,
25/07/51,
26/07/51,
27/07/51,
28/07/51,
29/07/51,
30/07/51,
31/07/51,
01/08/51,
02/08/51,
03/08/51,
04/08/51,
05/08/51,
06/08/51,
07/08/51,
08/08/51,
09/08/51,
10/08/51,
11/08/51,
12/08/51,
13/08/51,
14/08/51,
15/08/51,
16/08/51,
17/08/51,
18/08/51,
19/08/51,
20/08/51,
21/08/51,
22/08/51,
23/08/51,
24/08/51,
25/08/51,
26/08/51,
27/08/51,
28/08/51,
29/08/51,
30/08/51,
31/08/51,
01/09/51,
02/09/51,
03/09/51,
04/09/51,
05/09/51,
06/09/51,
07/09/51,
08/09/51,
09/09/51,
10/09/51,
11/09/51,
12/09/51,
13/09/51,
14/09/51,
15/09/51,
16/09/51,
17/09/51,
18/09/51,
19/09/51,
20/09/51,
21/09/51,
22/09/51,
23/09/51,
24/09/51,
25/09/51,
26/09/51,
27/09/51,
28/09/51,
29/09/51,
30/09/51,
01/10/51,
02/10/51,
03/10/51,
04/10/51,
05/10/51,
06/10/51,
07/10/51,
08/10/51,
09/10/51,
10/10/51,
11/10/51,
12/10/51,
13/10/51,
14/10/51,
15/10/51,
16/10/51,
17/10/51,
18/10/51,
19/10/51,
20/10/51,
21/10/51,
22/10/51,
23/10/51,
24/10/51,
25/10/51,
26/10/51,
27/10/51,
28/10/51,
29/10/51,
30/10/51,
31/10/51,
01/11/51,
02/11/51,
03/11/51,
04/11/51,
05/11/51,
06/11/51,
07/11/51,
08/11/51,
09/11/51,
10/11/51,
11/11/51,
12/11/51,
13/11/51,
14/11/51,
15/11/51,
16/11/51,
17/11/51,
18/11/51,
19/11/51,
20/11/51,
21/11/51,
22/11/51,
23/11/51,
24/11/51,
25/11/51,
26/11/51,
27/11/51,
28/11/51,
29/11/51,
30/11/51,
01/12/51,
02/12/51,
03/12/51,
04/12/51,
05/12/51,
06/12/51,
07/12/51,
08/12/51,
09/12/51,
10/12/51,
11/12/51,
12/12/51,
13/12/51,
14/12/51,
15/12/51,
16/12/51,
17/12/51,
18/12/51,
19/12/51,
20/12/51,
21/12/51,
22/12/51,
23/12/51,
24/12/51,
25/12/51,
26/12/51,
27/12/51,
28/12/51,
29/12/51,
30/12/51,
31/12/51,
01/01/52,
02/01/52,
03/01/52,
04/01/52,
05/01/52,
06/01/52,
07/01/52,
08/01/52,
09/01/52,
10/01/52,
11/01/52,
12/01/52,
13/01/52,
14/01/52,
15/01/52,
16/01/52,
17/01/52,
18/01/52,
19/01/52,
20/01/52,
21/01/52,
22/01/52,
23/01/52,
24/01/52,
25/01/52,
26/01/52,
27/01/52,
28/01/52,
29/01/52,
30/01/52,
31/01/52,
01/02/52,
02/02/52,
03/02/52,
04/02/52,
05/02/52,
06/02/52,
07/02/52,
08/02/52,
09/02/52,
10/02/52,
11/02/52,
12/02/52,
13/02/52,
14/02/52,
15/02/52,
16/02/52,
17/02/52,
18/02/52,
19/02/52,
20/02/52,
21/02/52,
22/02/52,
23/02/52,
24/02/52,
25/02/52,
26/02/52,
27/02/52,
28/02/52,
29/02/52,
01/03/52,
02/03/52,
03/03/52,
04/03/52,
05/03/52,
06/03/52,
07/03/52,
08/03/52,
09/03/52,
10/03/52,
11/03/52,
12/03/52,
13/03/52,
14/03/52,
15/03/52,
16/03/52,
17/03/52,
18/03/52,
19/03/52,
20/03/52,
21/03/52,
22/03/52,
23/03/52,
24/03/52,
25/03/52,
26/03/52,
27/03/52,
28/03/52,
29/03/52,
30/03/52,
31/03/52,
01/04/52,
02/04/52,
03/04/52,
04/04/52,
05/04/52,
06/04/52,
07/04/52,
08/04/52,
09/04/52,
10/04/52,
11/04/52,
12/04/52,
13/04/52,
14/04/52,
15/04/52,
16/04/52,
17/04/52,
18/04/52,
19/04/52,
20/04/52,
21/04/52,
22/04/52,
23/04/52,
24/04/52,
25/04/52,
26/04/52,
27/04/52,
28/04/52,
29/04/52,
30/04/52,
01/05/52,
02/05/52,
03/05/52,
04/05/52,
05/05/52,
06/05/52,
07/05/52,
08/05/52,
09/05/52,
10/05/52,
11/05/52,
12/05/52,
13/05/52,
14/05/52,
15/05/52,
16/05/52,
17/05/52,
18/05/52,
19/05/52,
20/05/52,
21/05/52,
22/05/52,
23/05/52,
24/05/52,
25/05/52,
26/05/52,
27/05/52,
28/05/52,
29/05/52,
30/05/52,
31/05/52,
01/06/52,
02/06/52,
03/06/52,
04/06/52,
05/06/52,
06/06/52,
07/06/52,
08/06/52,
09/06/52,
10/06/52,
11/06/52,
12/06/52,
13/06/52,
14/06/52,
15/06/52,
16/06/52,
17/06/52,
18/06/52,
19/06/52,
20/06/52,
21/06/52,
22/06/52,
23/06/52,
24/06/52,
25/06/52,
26/06/52,
27/06/52,
28/06/52,
29/06/52,
30/06/52,
01/07/52,
02/07/52,
03/07/52,
04/07/52,
05/07/52,
06/07/52,
07/07/52,
08/07/52,
09/07/52,
10/07/52,
11/07/52,
12/07/52,
13/07/52,
14/07/52,
15/07/52,
16/07/52,
17/07/52,
18/07/52,
19/07/52,
20/07/52,
21/07/52,
22/07/52,
23/07/52,
24/07/52,
25/07/52,
26/07/52,
27/07/52,
28/07/52,
29/07/52,
30/07/52,
31/07/52,
01/08/52,
02/08/52,
03/08/52,
04/08/52,
05/08/52,
06/08/52,
07/08/52,
08/08/52,
09/08/52,
10/08/52,
11/08/52,
12/08/52,
13/08/52,
14/08/52,
15/08/52,
16/08/52,
17/08/52,
18/08/52,
19/08/52,
20/08/52,
21/08/52,
22/08/52,
23/08/52,
24/08/52,
25/08/52,
26/08/52,
27/08/52,
28/08/52,
29/08/52,
30/08/52,
31/08/52,
01/09/52,
02/09/52,
03/09/52,
04/09/52,
05/09/52,
06/09/52,
07/09/52,
08/09/52,
09/09/52,
10/09/52,
11/09/52,
12/09/52,
13/09/52,
14/09/52,
15/09/52,
16/09/52,
17/09/52,
18/09/52,
19/09/52,
20/09/52,
21/09/52,
22/09/52,
23/09/52,
24/09/52,
25/09/52,
26/09/52,
27/09/52,
28/09/52,
29/09/52,
30/09/52,
01/10/52,
02/10/52,
03/10/52,
04/10/52,
05/10/52,
06/10/52,
07/10/52,
08/10/52,
09/10/52,
10/10/52,
11/10/52,
12/10/52,
13/10/52,
14/10/52,
15/10/52,
16/10/52,
17/10/52,
18/10/52,
19/10/52,
20/10/52,
21/10/52,
22/10/52,
23/10/52,
24/10/52,
25/10/52,
26/10/52,
27/10/52,
28/10/52,
29/10/52,
30/10/52,
31/10/52,
01/11/52,
02/11/52,
03/11/52,
04/11/52,
05/11/52,
06/11/52,
07/11/52,
08/11/52,
09/11/52,
10/11/52,
11/11/52,
12/11/52,
13/11/52,
14/11/52,
15/11/52,
16/11/52,
17/11/52,
18/11/52,
19/11/52,
20/11/52,
21/11/52,
22/11/52,
23/11/52,
24/11/52,
25/11/52,
26/11/52,
27/11/52,
28/11/52,
29/11/52,
30/11/52,
01/12/52,
02/12/52,
03/12/52,
04/12/52,
05/12/52,
06/12/52,
07/12/52,
08/12/52,
09/12/52,
10/12/52,
11/12/52,
12/12/52,
13/12/52,
14/12/52,
15/12/52,
16/12/52,
17/12/52,
18/12/52,
19/12/52,
20/12/52,
21/12/52,
22/12/52,
23/12/52,
24/12/52,
25/12/52,
26/12/52,
27/12/52,
28/12/52,
29/12/52,
30/12/52,
31/12/52,
01/01/53,
02/01/53,
03/01/53,
04/01/53,
05/01/53,
06/01/53,
07/01/53,
08/01/53,
09/01/53,
10/01/53,
11/01/53,
12/01/53,
13/01/53,
14/01/53,
15/01/53,
16/01/53,
17/01/53,
18/01/53,
19/01/53,
20/01/53,
21/01/53,
22/01/53,
23/01/53,
24/01/53,
25/01/53,
26/01/53,
27/01/53,
28/01/53,
29/01/53,
30/01/53,
31/01/53,
01/02/53,
02/02/53,
03/02/53,
04/02/53,
05/02/53,
06/02/53,
07/02/53,
08/02/53,
09/02/53,
10/02/53,
11/02/53,
12/02/53,
13/02/53,
14/02/53,
15/02/53,
16/02/53,
17/02/53,
18/02/53,
19/02/53,
20/02/53,
21/02/53,
22/02/53,
23/02/53,
24/02/53,
25/02/53,
26/02/53,
27/02/53,
28/02/53,
01/03/53,
02/03/53,
03/03/53,
04/03/53,
05/03/53,
06/03/53,
07/03/53,
08/03/53,
09/03/53,
10/03/53,
11/03/53,
12/03/53,
13/03/53,
14/03/53,
15/03/53,
16/03/53,
17/03/53,
18/03/53,
19/03/53,
20/03/53,
21/03/53,
22/03/53,
23/03/53,
24/03/53,
25/03/53,
26/03/53,
27/03/53,
28/03/53,
29/03/53,
30/03/53,
31/03/53,
01/04/53,
02/04/53,
03/04/53,
04/04/53,
05/04/53,
06/04/53,
07/04/53,
08/04/53,
09/04/53,
10/04/53,
11/04/53,
12/04/53,
13/04/53,
14/04/53,
15/04/53,
16/04/53,
17/04/53,
18/04/53,
19/04/53,
20/04/53,
21/04/53,
22/04/53,
23/04/53,
24/04/53,
25/04/53,
26/04/53,
27/04/53,
28/04/53,
29/04/53,
30/04/53,
01/05/53,
02/05/53,
03/05/53,
04/05/53,
05/05/53,
06/05/53,
07/05/53,
08/05/53,
09/05/53,
10/05/53,
11/05/53,
12/05/53,
13/05/53,
14/05/53,
15/05/53,
16/05/53,
17/05/53,
18/05/53,
19/05/53,
20/05/53,
21/05/53,
22/05/53,
23/05/53,
24/05/53,
25/05/53,
26/05/53,
27/05/53,
28/05/53,
29/05/53,
30/05/53,
31/05/53,
01/06/53,
02/06/53,
03/06/53,
04/06/53,
05/06/53,
06/06/53,
07/06/53,
08/06/53,
09/06/53,
10/06/53,
11/06/53,
12/06/53,
13/06/53,
14/06/53,
15/06/53,
16/06/53,
17/06/53,
18/06/53,
19/06/53,
20/06/53,
21/06/53,
22/06/53,
23/06/53,
24/06/53,
25/06/53,
26/06/53,
27/06/53,
28/06/53,
29/06/53,
30/06/53,
01/07/53,
02/07/53,
03/07/53,
04/07/53,
05/07/53,
06/07/53,
07/07/53,
08/07/53,
09/07/53,
10/07/53,
11/07/53,
12/07/53,
13/07/53,
14/07/53,
15/07/53,
16/07/53,
17/07/53,
18/07/53,
19/07/53,
20/07/53,
21/07/53,
22/07/53,
23/07/53,
24/07/53,
25/07/53,
26/07/53,
27/07/53,
28/07/53,
29/07/53,
30/07/53,
31/07/53,
01/08/53,
02/08/53,
03/08/53,
04/08/53,
05/08/53,
06/08/53,
07/08/53,
08/08/53,
09/08/53,
10/08/53,
11/08/53,
12/08/53,
13/08/53,
14/08/53,
15/08/53,
16/08/53,
17/08/53,
18/08/53,
19/08/53,
20/08/53,
21/08/53,
22/08/53,
23/08/53,
24/08/53,
25/08/53,
26/08/53,
27/08/53,
28/08/53,
29/08/53,
30/08/53,
31/08/53,
01/09/53,
02/09/53,
03/09/53,
04/09/53,
05/09/53,
06/09/53,
07/09/53,
08/09/53,
09/09/53,
10/09/53,
11/09/53,
12/09/53,
13/09/53,
14/09/53,
15/09/53,
16/09/53,
17/09/53,
18/09/53,
19/09/53,
20/09/53,
21/09/53,
22/09/53,
23/09/53,
24/09/53,
25/09/53,
26/09/53,
27/09/53,
28/09/53,
29/09/53,
30/09/53,
01/10/53,
02/10/53,
03/10/53,
04/10/53,
05/10/53,
06/10/53,
07/10/53,
08/10/53,
09/10/53,
10/10/53,
11/10/53,
12/10/53,
13/10/53,
14/10/53,
15/10/53,
16/10/53,
17/10/53,
18/10/53,
19/10/53,
20/10/53,
21/10/53,
22/10/53,
23/10/53,
24/10/53,
25/10/53,
26/10/53,
27/10/53,
28/10/53,
29/10/53,
30/10/53,
31/10/53,
01/11/53,
02/11/53,
03/11/53,
04/11/53,
05/11/53,
06/11/53,
07/11/53,
08/11/53,
09/11/53,
10/11/53,
11/11/53,
12/11/53,
13/11/53,
14/11/53,
15/11/53,
16/11/53,
17/11/53,
18/11/53,
19/11/53,
20/11/53,
21/11/53,
22/11/53,
23/11/53,
24/11/53,
25/11/53,
26/11/53,
27/11/53,
28/11/53,
29/11/53,
30/11/53,
01/12/53,
02/12/53,
03/12/53,
04/12/53,
05/12/53,
06/12/53,
07/12/53,
08/12/53,
09/12/53,
10/12/53,
11/12/53,
12/12/53,
13/12/53,
14/12/53,
15/12/53,
16/12/53,
17/12/53,
18/12/53,
19/12/53,
20/12/53,
21/12/53,
22/12/53,
23/12/53,
24/12/53,
25/12/53,
26/12/53,
27/12/53,
28/12/53,
29/12/53,
30/12/53,
31/12/53,
01/01/54,
02/01/54,
03/01/54,
04/01/54,
05/01/54,
06/01/54,
07/01/54,
08/01/54,
09/01/54,
10/01/54,
11/01/54,
12/01/54,
13/01/54,
14/01/54,
15/01/54,
16/01/54,
17/01/54,
18/01/54,
19/01/54,
20/01/54,
21/01/54,
22/01/54,
23/01/54,
24/01/54,
25/01/54,
26/01/54,
27/01/54,
28/01/54,
29/01/54,
30/01/54,
31/01/54,
01/02/54,
02/02/54,
03/02/54,
04/02/54,
05/02/54,
06/02/54,
07/02/54,
08/02/54,
09/02/54,
10/02/54,
11/02/54,
12/02/54,
13/02/54,
14/02/54,
15/02/54,
16/02/54,
17/02/54,
18/02/54,
19/02/54,
20/02/54,
21/02/54,
22/02/54,
23/02/54,
24/02/54,
25/02/54,
26/02/54,
27/02/54,
28/02/54,
01/03/54,
02/03/54,
03/03/54,
04/03/54,
05/03/54,
06/03/54,
07/03/54,
08/03/54,
09/03/54,
10/03/54,
11/03/54,
12/03/54,
13/03/54,
14/03/54,
15/03/54,
16/03/54,
17/03/54,
18/03/54,
19/03/54,
20/03/54,
21/03/54,
22/03/54,
23/03/54,
24/03/54,
25/03/54,
26/03/54,
27/03/54,
28/03/54,
29/03/54,
30/03/54,
31/03/54,
01/04/54,
02/04/54,
03/04/54,
04/04/54,
05/04/54,
06/04/54,
07/04/54,
08/04/54,
09/04/54,
10/04/54,
11/04/54,
12/04/54,
13/04/54,
14/04/54,
15/04/54,
16/04/54,
17/04/54,
18/04/54,
19/04/54,
20/04/54,
21/04/54,
22/04/54,
23/04/54,
24/04/54,
25/04/54,
26/04/54,
27/04/54,
28/04/54,
29/04/54,
30/04/54,
01/05/54,
02/05/54,
03/05/54,
04/05/54,
05/05/54,
06/05/54,
07/05/54,
08/05/54,
09/05/54,
10/05/54,
11/05/54,
12/05/54,
13/05/54,
14/05/54,
15/05/54,
16/05/54,
17/05/54,
18/05/54,
19/05/54,
20/05/54,
21/05/54,
22/05/54,
23/05/54,
24/05/54,
25/05/54,
26/05/54,
27/05/54,
28/05/54,
29/05/54,
30/05/54,
31/05/54,
01/06/54,
02/06/54,
03/06/54,
04/06/54,
05/06/54,
06/06/54,
07/06/54,
08/06/54,
09/06/54,
10/06/54,
11/06/54,
12/06/54,
13/06/54,
14/06/54,
15/06/54,
16/06/54,
17/06/54,
18/06/54,
19/06/54,
20/06/54,
21/06/54,
22/06/54,
23/06/54,
24/06/54,
25/06/54,
26/06/54,
27/06/54,
28/06/54,
29/06/54,
30/06/54,
01/07/54,
02/07/54,
03/07/54,
04/07/54,
05/07/54,
06/07/54,
07/07/54,
08/07/54,
09/07/54,
10/07/54,
11/07/54,
12/07/54,
13/07/54,
14/07/54,
15/07/54,
16/07/54,
17/07/54,
18/07/54,
19/07/54,
20/07/54,
21/07/54,
22/07/54,
23/07/54,
24/07/54,
25/07/54,
26/07/54,
27/07/54,
28/07/54,
29/07/54,
30/07/54,
31/07/54,
01/08/54,
02/08/54,
03/08/54,
04/08/54,
05/08/54,
06/08/54,
07/08/54,
08/08/54,
09/08/54,
10/08/54,
11/08/54,
12/08/54,
13/08/54,
14/08/54,
15/08/54,
16/08/54,
17/08/54,
18/08/54,
19/08/54,
20/08/54,
21/08/54,
22/08/54,
23/08/54,
24/08/54,
25/08/54,
26/08/54,
27/08/54,
28/08/54,
29/08/54,
30/08/54,
31/08/54,
01/09/54,
02/09/54,
03/09/54,
04/09/54,
05/09/54,
06/09/54,
07/09/54,
08/09/54,
09/09/54,
10/09/54,
11/09/54,
12/09/54,
13/09/54,
14/09/54,
15/09/54,
16/09/54,
17/09/54,
18/09/54,
19/09/54,
20/09/54,
21/09/54,
22/09/54,
23/09/54,
24/09/54,
25/09/54,
26/09/54,
27/09/54,
28/09/54,
29/09/54,
30/09/54,
01/10/54,
02/10/54,
03/10/54,
04/10/54,
05/10/54,
06/10/54,
07/10/54,
08/10/54,
09/10/54,
10/10/54,
11/10/54,
12/10/54,
13/10/54,
14/10/54,
15/10/54,
16/10/54,
17/10/54,
18/10/54,
19/10/54,
20/10/54,
21/10/54,
22/10/54,
23/10/54,
24/10/54,
25/10/54,
26/10/54,
27/10/54,
28/10/54,
29/10/54,
30/10/54,
31/10/54,
01/11/54,
02/11/54,
03/11/54,
04/11/54,
05/11/54,
06/11/54,
07/11/54,
08/11/54,
09/11/54,
10/11/54,
11/11/54,
12/11/54,
13/11/54,
14/11/54,
15/11/54,
16/11/54,
17/11/54,
18/11/54,
19/11/54,
20/11/54,
21/11/54,
22/11/54,
23/11/54,
24/11/54,
25/11/54,
26/11/54,
27/11/54,
28/11/54,
29/11/54,
30/11/54,
01/12/54,
02/12/54,
03/12/54,
04/12/54,
05/12/54,
06/12/54,
07/12/54,
08/12/54,
09/12/54,
10/12/54,
11/12/54,
12/12/54,
13/12/54,
14/12/54,
15/12/54,
16/12/54,
17/12/54,
18/12/54,
19/12/54,
20/12/54,
21/12/54,
22/12/54,
23/12/54,
24/12/54,
25/12/54,
26/12/54,
27/12/54,
28/12/54,
29/12/54,
30/12/54,
31/12/54,
01/01/55,
02/01/55,
03/01/55,
04/01/55,
05/01/55,
06/01/55,
07/01/55,
08/01/55,
09/01/55,
10/01/55,
11/01/55,
12/01/55,
13/01/55,
14/01/55,
15/01/55,
16/01/55,
17/01/55,
18/01/55,
19/01/55,
20/01/55,
21/01/55,
22/01/55,
23/01/55,
24/01/55,
25/01/55,
26/01/55,
27/01/55,
28/01/55,
29/01/55,
30/01/55,
31/01/55,
01/02/55,
02/02/55,
03/02/55,
04/02/55,
05/02/55,
06/02/55,
07/02/55,
08/02/55,
09/02/55,
10/02/55,
11/02/55,
12/02/55,
13/02/55,
14/02/55,
15/02/55,
16/02/55,
17/02/55,
18/02/55,
19/02/55,
20/02/55,
21/02/55,
22/02/55,
23/02/55,
24/02/55,
25/02/55,
26/02/55,
27/02/55,
28/02/55,
01/03/55,
02/03/55,
03/03/55,
04/03/55,
05/03/55,
06/03/55,
07/03/55,
08/03/55,
09/03/55,
10/03/55,
11/03/55,
12/03/55,
13/03/55,
14/03/55,
15/03/55,
16/03/55,
17/03/55,
18/03/55,
19/03/55,
20/03/55,
21/03/55,
22/03/55,
23/03/55,
24/03/55,
25/03/55,
26/03/55,
27/03/55,
28/03/55,
29/03/55,
30/03/55,
31/03/55,
01/04/55,
02/04/55,
03/04/55,
04/04/55,
05/04/55,
06/04/55,
07/04/55,
08/04/55,
09/04/55,
10/04/55,
11/04/55,
12/04/55,
13/04/55,
14/04/55,
15/04/55,
16/04/55,
17/04/55,
18/04/55,
19/04/55,
20/04/55,
21/04/55,
22/04/55,
23/04/55,
24/04/55,
25/04/55,
26/04/55,
27/04/55,
28/04/55,
29/04/55,
30/04/55,
01/05/55,
02/05/55,
03/05/55,
04/05/55,
05/05/55,
06/05/55,
07/05/55,
08/05/55,
09/05/55,
10/05/55,
11/05/55,
12/05/55,
13/05/55,
14/05/55,
15/05/55,
16/05/55,
17/05/55,
18/05/55,
19/05/55,
20/05/55,
21/05/55,
22/05/55,
23/05/55,
24/05/55,
25/05/55,
26/05/55,
27/05/55,
28/05/55,
29/05/55,
30/05/55,
31/05/55,
01/06/55,
02/06/55,
03/06/55,
04/06/55,
05/06/55,
06/06/55,
07/06/55,
08/06/55,
09/06/55,
10/06/55,
11/06/55,
12/06/55,
13/06/55,
14/06/55,
15/06/55,
16/06/55,
17/06/55,
18/06/55,
19/06/55,
20/06/55,
21/06/55,
22/06/55,
23/06/55,
24/06/55,
25/06/55,
26/06/55,
27/06/55,
28/06/55,
29/06/55,
30/06/55,
01/07/55,
02/07/55,
03/07/55,
04/07/55,
05/07/55,
06/07/55,
07/07/55,
08/07/55,
09/07/55,
10/07/55,
11/07/55,
12/07/55,
13/07/55,
14/07/55,
15/07/55,
16/07/55,
17/07/55,
18/07/55,
19/07/55,
20/07/55,
21/07/55,
22/07/55,
23/07/55,
24/07/55,
25/07/55,
26/07/55,
27/07/55,
28/07/55,
29/07/55,
30/07/55,
31/07/55,
01/08/55,
02/08/55,
03/08/55,
04/08/55,
05/08/55,
06/08/55,
07/08/55,
08/08/55,
09/08/55,
10/08/55,
11/08/55,
12/08/55,
13/08/55,
14/08/55,
15/08/55,
16/08/55,
17/08/55,
18/08/55,
19/08/55,
20/08/55,
21/08/55,
22/08/55,
23/08/55,
24/08/55,
25/08/55,
26/08/55,
27/08/55,
28/08/55,
29/08/55,
30/08/55,
31/08/55,
01/09/55,
02/09/55,
03/09/55,
04/09/55,
05/09/55,
06/09/55,
07/09/55,
08/09/55,
09/09/55,
10/09/55,
11/09/55,
12/09/55,
13/09/55,
14/09/55,
15/09/55,
16/09/55,
17/09/55,
18/09/55,
19/09/55,
20/09/55,
21/09/55,
22/09/55,
23/09/55,
24/09/55,
25/09/55,
26/09/55,
27/09/55,
28/09/55,
29/09/55,
30/09/55,
01/10/55,
02/10/55,
03/10/55,
04/10/55,
05/10/55,
06/10/55,
07/10/55,
08/10/55,
09/10/55,
10/10/55,
11/10/55,
12/10/55,
13/10/55,
14/10/55,
15/10/55,
16/10/55,
17/10/55,
18/10/55,
19/10/55,
20/10/55,
21/10/55,
22/10/55,
23/10/55,
24/10/55,
25/10/55,
26/10/55,
27/10/55,
28/10/55,
29/10/55,
30/10/55,
31/10/55,
01/11/55,
02/11/55,
03/11/55,
04/11/55,
05/11/55,
06/11/55,
07/11/55,
08/11/55,
09/11/55,
10/11/55,
11/11/55,
12/11/55,
13/11/55,
14/11/55,
15/11/55,
16/11/55,
17/11/55,
18/11/55,
19/11/55,
20/11/55,
21/11/55,
22/11/55,
23/11/55,
24/11/55,
25/11/55,
26/11/55,
27/11/55,
28/11/55,
29/11/55,
30/11/55,
01/12/55,
02/12/55,
03/12/55,
04/12/55,
05/12/55,
06/12/55,
07/12/55,
08/12/55,
09/12/55,
10/12/55,
11/12/55,
12/12/55,
13/12/55,
14/12/55,
15/12/55,
16/12/55,
17/12/55,
18/12/55,
19/12/55,
20/12/55,
21/12/55,
22/12/55,
23/12/55,
24/12/55,
25/12/55,
26/12/55,
27/12/55,
28/12/55,
29/12/55,
30/12/55,
